sortie,segment,from,to,payload_kg,volume_m3,distance_m,cruise_altitude_m,climb_m,descent_m,start_s,end_s,flight_s,energy_kwh
Q2-001,1,O01,S002,28.0,0.054,7411.533814153884,308.9542541503906,181.25425415039064,89.45425415039062,360.0,950.303,590.3020406538787,1.7894178823075964
Q2-001,2,S002,O01,0.0,0.0,7411.533814153884,308.9542541503906,89.45425415039062,181.25425415039064,1160.303,1756.726,596.4220406538788,1.0807893976936154
Q2-002,1,O01,S007,22.0,0.055,4534.717374921003,511.9731750488281,384.27317504882814,163.47317504882812,360.0,931.374,571.3734429458909,1.1114201286313874
Q2-002,2,S007,O01,0.0,0.0,4534.717374921003,511.9731750488281,163.47317504882812,384.27317504882814,1141.374,1727.468,586.093442945891,0.8595433770407502
Q2-003,1,O01,S007,9.0,0.047,4534.717374921003,511.9731750488281,384.27317504882814,163.47317504882812,360.0,931.374,571.3734429458909,0.9679589605578799
Q2-003,2,S007,O01,0.0,0.0,4534.717374921003,511.9731750488281,163.47317504882812,384.27317504882814,1141.374,1727.468,586.093442945891,0.8595433770407502
Q2-004,1,O01,S002,53.0,0.157,7411.533814153884,308.9542541503906,181.25425415039064,89.45425415039062,480.0,1091.332,611.3310830122772,3.2978320478538623
Q2-004,2,S002,O01,0.0,0.0,7411.533814153884,308.9542541503906,89.45425415039062,181.25425415039064,1487.332,2107.844,620.5110830122771,2.3041291706893916
Q2-005,1,O01,S006,25.0,0.067,3186.19885235084,366.09783935546875,238.39783935546876,51.29783935546874,390.001,702.4,312.39833901739973,0.7565302022399308
Q2-005,2,S006,O01,0.0,0.0,3186.19885235084,366.09783935546875,51.29783935546874,238.39783935546876,942.4,1267.272,324.8716723507331,0.4677865798840852
Q2-006,1,O01,S001,73.0,0.147,3054.0236075149764,273.0566101074219,145.3566101074219,89.05661010742188,480.14,786.413,306.27252293101145,1.8494595036721861
Q2-006,2,S001,O01,0.0,0.0,3054.0236075149764,273.0566101074219,89.05661010742188,145.3566101074219,1182.413,1494.316,311.90252293101145,0.9632516377796227
