batch_id,horizontal_out_kwh,horizontal_return_kwh,climb_out_kwh,climb_return_kwh,energy_kwh
Q1-001,1.9511870756376157,0.9396995715430697,0.08133709148743111,0.023552066236553017,2.9957758049046697
Q1-002,1.874099259375722,0.9396995715430697,0.08023719843148208,0.023552066236553017,2.917588095586827
Q1-003,1.5709648966225414,1.0587905448791264,0.061718646925830845,0.02199885281448894,2.7134729412419873
Q1-004,3.330889503834752,2.28047194281658,0.08633752942180115,0.023657227872811954,5.721356203945945
Q1-005,1.5396566308188897,1.0376895668237054,0.14781622731660207,0.05491560927341014,2.7800780342326075
Q1-006,3.264507133246551,2.235023682389519,0.2067784779906689,0.059055401357097984,5.7653646949838375
Q1-007,3.6022318728088987,2.373748198857387,0.13193764958251988,0.044942407925776626,6.152860129174582
Q1-008,2.4656781204611673,1.6247979597279143,0.09690814073348464,0.03475315252254769,4.222137373445114
Q1-009,1.4877382613150387,0.9803688776464122,0.11626283552567251,0.01356631595155864,2.5979362904386822
Q1-010,1.805424024851908,1.3952976538218471,0.16704972914253036,0.04323240062703398,3.4110038084433194
Q1-011,3.2165665239344476,2.4858801380887616,0.10659644023973264,0.02697756570341679,5.836020667966359
Q1-012,1.2093085809177107,0.8150433495170013,0.056364031539291815,0.015549439763331119,2.0962654017373348
Q1-013,1.014170059744936,0.6835249294659695,0.10485506344716813,0.02066651157334056,1.8232165642314142
Q1-014,0.5952123690500213,0.40115805891026746,0.05709028310103947,0.020475975333775414,1.0739366863951034
Q1-015,1.5666422136743985,1.0558771660736266,0.09724961792957518,0.032830956612332075,2.7525999542899324
Q1-016,1.0279184247698354,0.6927909792212544,0.09244191759327783,0.011676869496379668,1.8248281910807471
Q1-017,1.148736752292894,0.7742194714202496,0.1580802654354943,0.059254488993150216,2.1402909781417883
Q1-018,1.2738428939773572,0.8585378417457736,0.15121965148211586,0.023928118547268857,2.307528505752516
