sortie,candidate,unit,drone,battery,start_s,takeoff_s,visits,return_s,energy_kwh,soc,charge_s,charge_end_s,mass_kg,volume_m3,boxes,flight_s,operation_s,rounding_s
Q2-001,31f27d56d85ce933,U07,C,BAT-C-01,0.0,480.0,"[""S001""]",1494.176,2.8127111414518087,0.6484111073185239,1595.1092674765314,3089.286,73,0.147,"[""S001-MED-02"", ""S001-WAT-01"", ""S001-WAT-02"", ""S001-WAT-03"", ""S001-WAT-07"", ""S001-WAT-08""]",618.1750458620229,1494.176,0.0009541379771462744
Q2-002,6f9f8d5b4455699f,U08,C,BAT-C-02,0.0,450.0,"[""S002""]",2041.844,6.105796952880379,0.23677538088995265,2486.986674738436,4528.831,64,0.136,"[""S002-FOD-02"", ""S002-WAT-01"", ""S002-WAT-02"", ""S002-WAT-03"", ""S002-WAT-04""]",1231.8421660245544,2041.844,0.0018339754456064838
Q2-003,a626e60fb441d3d9,U01,A,BAT-A-01,0.0,360.0,"[""S007""]",1727.468,1.8275023375986301,0.5938883694225267,1027.9451197507153,2755.414,9,0.047,"[""S007-HYG-01"", ""S007-MED-01""]",1157.4668858917819,1727.468,0.001114108218189358
Q2-004,abe8ef4179cae388,U02,A,BAT-A-02,0.0,330.0,"[""S013""]",1552.164,1.8407071587945603,0.5909539647123199,1031.7598458739842,2583.924,3,0.012,"[""S013-MED-01""]",1042.1628172294845,1552.164,0.0011827705155837975
Q2-005,cb69733493a61fd9,U05,B,BAT-B-01,0.0,360.0,"[""S006""]",1207.271,1.1381173257060366,0.7154706685734908,1159.8508411392825,2367.122,20,0.062,"[""S006-HYG-01"", ""S006-WAT-01""]",637.2700113681328,1207.271,0.0009886318671874506
Q2-006,dd6a0c963703b8cd,U06,B,BAT-B-02,0.0,390.0,"[""S013"", ""S010""]",1886.647,2.0860323287879208,0.4784919178030198,1570.6140091414322,3457.262,25,0.067,"[""S010-FOD-01"", ""S010-MED-01"", ""S013-WAT-01""]",1106.645173963278,1886.647,0.001826036722036406
Q2-007,5594b05119d680f2,U03,A,BAT-A-03,0.226,330.226,"[""S014""]",1930.626,2.251627801047422,0.4996382664339062,1150.4702536359218,3081.097,14,0.027,"[""S014-WAT-01""]",1420.3988852767495,1930.4,0.0011147232504526983
Q2-008,cc3626246b36231f,U04,A,BAT-A-04,0.277,330.277,"[""S010""]",1595.171,1.9213904848411352,0.57302433670197,1055.068362287439,2650.24,14,0.027,"[""S010-WAT-01""]",1084.8926699889435,1594.894,0.0013300110565523937
Q2-009,608d4f4a0f4e236d,U05,B,BAT-B-03,1207.271,1597.271,"[""S006""]",2474.542,1.224316782124016,0.693920804468996,1197.203938920407,3671.746,25,0.067,"[""S006-FOD-01"", ""S006-MED-01"", ""S006-WAT-02""]",637.2700113681328,1267.271,0.0009886318671874506
Q2-010,4cd617b86d19dd77,U07,C,BAT-C-03,1494.176,2034.176,"[""S001""]",3120.352,2.8127111414518087,0.6484111073185239,1595.1092674765314,4715.462,73,0.219,"[""S001-FOD-01"", ""S001-FOD-02"", ""S001-HYG-01"", ""S001-HYG-02"", ""S001-MED-01"", ""S001-WAT-04"", ""S001-WAT-05"", ""S001-WAT-06""]",618.1750458620229,1626.176,0.0009541379771462744
Q2-011,ab0204caaf1accef,U02,A,BAT-A-05,1552.164,1882.164,"[""S007""]",3219.632,1.872588415047149,0.5838692411006335,1040.9699865691762,4260.602,14,0.027,"[""S007-WAT-01""]",1157.4668858917819,1667.468,0.001114108218189358
Q2-012,6cbc25dd9ae838e0,U04,A,BAT-A-06,1595.171,1955.171,"[""S014""]",3585.571,2.2175912570533356,0.5072019428770365,1140.6374742598525,4726.209,11,0.04,"[""S014-FOD-01"", ""S014-MED-01""]",1420.3988852767495,1990.4,0.0011147232504526983
Q2-013,0778dae839811744,U06,B,BAT-B-04,1886.647,2276.647,"[""S012""]",3809.475,2.7525999542899324,0.3118500114275169,1859.4599801923039,5668.935,25,0.067,"[""S012-FOD-01"", ""S012-MED-01"", ""S012-WAT-01""]",1292.8268141491867,1922.828,0.001185850813271827
Q2-014,25ac248e7e597829,U08,C,BAT-C-04,2041.844,2491.844,"[""S002"", ""S004"", ""S005""]",4889.702,6.3893671713938325,0.20132910357577094,2563.7869422524964,7453.489,45,0.129,"[""S002-FOD-01"", ""S002-HYG-01"", ""S002-MED-01"", ""S004-WAT-03"", ""S005-WAT-03""]",1677.8553414332023,2847.858,0.0026585667976632976
Q2-015,ce31b6da4f123b55,U05,B,BAT-B-01,2474.542,2864.542,"[""S008""]",4436.385,2.9752068745422333,0.25619828136444167,1955.9229789683006,6392.308,25,0.067,"[""S008-FOD-01"", ""S008-MED-01"", ""S008-WAT-01""]",1331.841747175703,1961.843,0.0012528242970120118
Q2-016,571ff46bcaf6b410,U01,A,BAT-A-02,2583.924,2913.924,"[""S007""]",4251.392,1.872588415047149,0.5838692411006335,1040.9699865691762,5292.362,14,0.027,"[""S007-WAT-02""]",1157.4668858917819,1667.468,0.001114108218189358
Q2-017,4edf324079386051,U03,A,BAT-A-04,2650.24,2980.24,"[""S006""]",3903.717,1.2888475197755174,0.713589440049885,872.3337279351493,4776.051,14,0.027,"[""S006-WAT-03""]",743.4766397798275,1253.477,0.00036022017258119376
Q2-018,a65475b0a9ac3102,U07,C,BAT-C-01,3120.352,3660.352,"[""S011"", ""S005""]",5425.52,4.467964535576655,0.4415044330529181,2043.4070617186771,7468.928,70,0.196,"[""S005-FOD-01"", ""S005-HYG-01"", ""S005-MED-01"", ""S005-WAT-01"", ""S005-WAT-02"", ""S011-FOD-01"", ""S011-MED-01"", ""S011-WAT-01""]",1117.1669662295876,2305.168,0.0010337704122775904
Q2-019,070d76db14db5fa4,U02,A,BAT-A-01,3219.632,3549.632,"[""S008""]",5330.779,3.146459854356152,0.3007866990319662,1408.9772912584438,6739.757,14,0.027,"[""S008-WAT-02""]",1601.1454288019854,2111.147,0.0015711980144033078
Q2-020,1c90982bfe0373fc,U04,A,BAT-A-03,3585.571,3915.571,"[""S013""]",5137.735,1.871314772241416,0.5841522728352408,1040.6020453141869,6178.338,8,0.028,"[""S013-FOD-01""]",1042.1628172294845,1552.164,0.0011827705155837975
Q2-021,6e295b75af540867,U06,B,BAT-B-02,3809.475,4139.475,"[""S004""]",5671.118,2.38982871518113,0.4025428212047175,1702.2591099118229,7373.378,8,0.028,"[""S004-FOD-01""]",1351.641663352524,1861.643,0.001336647476023245
Q2-022,75003824d4007d61,U01,A,BAT-A-05,4260.602,4590.602,"[""S007""]",5928.07,1.819855847054329,0.5955875895434825,1025.7361335934727,6953.807,8,0.028,"[""S007-FOD-01""]",1157.4668858917819,1667.468,0.001114108218189358
Q2-023,31703240c2b7af74,U05,B,BAT-B-03,4436.385,4796.385,"[""S009"", ""S008""]",6722.519,2.9610521692180924,0.2597369576954769,1949.78927332784,8672.309,14,0.063,"[""S008-HYG-01"", ""S009-FOD-01""]",1566.1318224304432,2286.134,0.002177569557034076
Q2-024,dca8d3fb71f72fbd,U03,A,BAT-A-06,4726.209,5056.209,"[""S003""]",6928.947,2.9316889875927306,0.34851355831272657,1346.9323741934554,8275.88,14,0.027,"[""S003-WAT-03""]",1692.7372306302605,2202.738,0.0007693697394870469
Q2-025,8b9aaf2f346d3a02,U08,C,BAT-C-02,4889.702,5399.702,"[""S003""]",7391.88,6.324499390874367,0.20943757614070413,2546.218585028474,9938.099,67,0.184,"[""S003-FOD-01"", ""S003-FOD-02"", ""S003-HYG-01"", ""S003-MED-01"", ""S003-WAT-01"", ""S003-WAT-02"", ""S003-WAT-04""]",1560.1777110992603,2502.178,0.0002889007396333909
Q2-026,89830eff6e85c7c2,U04,A,BAT-A-04,5137.735,5467.735,"[""S004""]",7256.534,3.0353051994065083,0.3254877334652204,1376.8659464952134,8633.4,14,0.027,"[""S004-WAT-01""]",1608.797718228741,2118.799,0.0012817712591868258
Q2-027,a695d853ef3e3f71,U02,A,BAT-A-02,5330.779,5690.779,"[""S009""]",7019.419,2.2548592248661103,0.4989201722519755,1151.4037760724318,8170.823,17,0.039,"[""S009-MED-01"", ""S009-WAT-01""]",1118.6396458883246,1688.64,0.00035411167550591927
Q2-028,de4d662e8acbcff0,U07,C,BAT-C-03,5425.52,5815.52,"[""S004""]",7528.576,5.102400065580047,0.36219999180249407,2215.233351094596,9743.81,23,0.07400000000000001,"[""S004-HYG-01"", ""S004-MED-01"", ""S004-WAT-02""]",1425.0547187724458,2103.056,0.0012812275542728457
Q2-029,2ced2cd7091d6e72,U06,B,BAT-B-04,5671.118,6061.118,"[""S015""]",7499.446,2.3075285057525154,0.42311787356187114,1666.59568582609,9166.042,25,0.067,"[""S015-FOD-01"", ""S015-MED-01"", ""S015-WAT-01""]",1198.3275601736595,1828.328,0.00043982634053918446
Q2-030,f90a4bb297178e75,U01,A,BAT-A-03,6178.338,6508.338,"[""S001""]",7369.246,1.1865798323864554,0.7363155928030098,842.7897293560872,8212.036,8,0.028,"[""S001-FOD-03""]",680.9069627433815,1190.908,0.0010372566184742027
